,date,county,cases,population,land_area
11690,2021-04-14,Cook,76,2296355,824905738
11723,2021-04-15,Cook,65,2049755,805108682
11753,2021-04-16,Cook,73,2355201,1007041772
11783,2021-04-17,Cook,78,2149517,843137828
11812,2021-04-18,Cook,76,2074500,888151326
11842,2021-04-19,Cook,62,1901664,798942805
11881,2021-04-20,Cook,63,2006630,829021911
11914,2021-04-21,Cook,74,2205368,1087766890
11943,2021-04-22,Cook,56,1855698,760831500
11974,2021-04-23,Cook,56,1704318,700917275
12009,2021-04-24,Cook,53,1834734,763216240
12038,2021-04-25,Cook,45,1556153,676552286
12076,2021-04-26,Cook,61,1951096,814462306
12111,2021-04-27,Cook,57,1641775,846977451
12144,2021-04-28,Cook,65,2038003,807457125
12175,2021-04-29,Cook,49,1784586,970268381
12210,2021-04-30,Cook,59,1702480,709936411
12246,2021-05-01,Cook,59,2007444,728459613
12281,2021-05-02,Cook,58,1777970,588631142
12308,2021-05-03,Cook,59,1882511,784702930
12346,2021-05-04,Cook,58,1978406,806211736
12373,2021-05-05,Cook,52,1903119,826340244
12403,2021-05-06,Cook,50,1612210,752645227
12435,2021-05-07,Cook,58,1863584,806992027
12465,2021-05-08,Cook,59,2008430,810187383
12488,2021-05-09,Cook,46,1477010,698042296
12518,2021-05-10,Cook,56,1926856,922587732
12547,2021-05-11,Cook,48,1712912,607427968
12572,2021-05-12,Cook,37,1380297,571360233
12602,2021-05-13,Cook,36,1216209,515864841
12629,2021-05-14,Cook,29,1203269,386408432
12657,2021-05-15,Cook,39,1440334,447588840
12685,2021-05-16,Cook,30,1174556,414278536
12706,2021-05-17,Cook,42,1217433,433756553
12739,2021-05-18,Cook,32,1053750,537358110
12763,2021-05-19,Cook,35,1455110,560170935
12785,2021-05-20,Cook,32,984044,436129199
12811,2021-05-21,Cook,33,1055290,437459525
12839,2021-05-22,Cook,36,1431773,587502940
12860,2021-05-23,Cook,21,734499,284416440
12884,2021-05-24,Cook,33,1137772,463371753
12911,2021-05-25,Cook,37,1015158,480420025
12939,2021-05-26,Cook,33,1199334,459679951
12959,2021-05-27,Cook,30,1199884,556565794
12981,2021-05-28,Cook,31,1164635,474222913
13003,2021-05-29,Cook,27,889517,282953813
13017,2021-05-30,Cook,19,755077,256502204
13037,2021-05-31,Cook,22,858929,403179305
13054,2021-06-01,Cook,30,1057352,448836179
13078,2021-06-02,Cook,27,906525,425920901
13098,2021-06-03,Cook,19,805340,371590516
13118,2021-06-04,Cook,23,851383,386243789
13130,2021-06-05,Cook,9,526232,172008490
13149,2021-06-06,Cook,14,591461,325172447
13165,2021-06-07,Cook,16,950913,264972299
13179,2021-06-08,Cook,14,727381,204747194
13197,2021-06-09,Cook,10,436995,149585952
13211,2021-06-10,Cook,15,648344,267429390
13226,2021-06-11,Cook,13,482774,167549248
13243,2021-06-12,Cook,10,343910,141049679
13257,2021-06-13,Cook,12,373064,178752619
13268,2021-06-14,Cook,9,442279,174815256
13285,2021-06-15,Cook,11,410674,249605429
13296,2021-06-16,Cook,9,468405,212785503
13310,2021-06-17,Cook,11,590652,280018537
13323,2021-06-18,Cook,8,311843,99369935
13339,2021-06-19,Cook,8,404940,126235860
13350,2021-06-20,Cook,8,261954,153234949
13359,2021-06-21,Cook,6,273076,99256065
13373,2021-06-22,Cook,4,132482,69922546
13385,2021-06-23,Cook,9,539148,223309527
13396,2021-06-24,Cook,12,338794,169818798
13413,2021-06-25,Cook,9,423452,187635538
13425,2021-06-26,Cook,8,290010,143499439
13441,2021-06-27,Cook,3,62400,25641992
13451,2021-06-28,Cook,16,823792,247120977
13463,2021-06-29,Cook,7,248201,100559111
13476,2021-06-30,Cook,9,268348,158251954
13492,2021-07-01,Cook,9,308899,100353434
13510,2021-07-02,Cook,9,361228,136512955
13519,2021-07-03,Cook,7,426065,191262608
13532,2021-07-04,Cook,7,277464,155518427
13546,2021-07-05,Cook,8,327492,107435150
13565,2021-07-06,Cook,9,322095,160167607
13578,2021-07-07,Cook,15,646631,276050178
13599,2021-07-08,Cook,12,506322,301016043
13620,2021-07-09,Cook,13,522412,236632845
13639,2021-07-10,Cook,9,233071,94521587
13659,2021-07-11,Cook,7,327322,92227592
13676,2021-07-12,Cook,8,317804,58825549
13694,2021-07-13,Cook,16,721255,258562252
13716,2021-07-14,Cook,11,399645,120403250
13737,2021-07-15,Cook,6,234095,85083617
13761,2021-07-16,Cook,10,414794,197003743
13789,2021-07-17,Cook,16,492608,262659612
13807,2021-07-18,Cook,13,426401,178603986
13830,2021-07-19,Cook,19,757623,575945755
13856,2021-07-20,Cook,12,464712,219981648
13884,2021-07-21,Cook,17,605715,300686361
13905,2021-07-22,Cook,14,710273,274735187
13937,2021-07-23,Cook,25,902260,309640371
13963,2021-07-24,Cook,18,826567,258345826
13989,2021-07-25,Cook,16,597986,207050429
14021,2021-07-26,Cook,26,1135531,518651575
14055,2021-07-27,Cook,19,733392,331428077
14083,2021-07-28,Cook,29,1075663,374312148
14116,2021-07-29,Cook,15,551565,259718346
14155,2021-07-30,Cook,32,1170911,667198457
14190,2021-07-31,Cook,33,1237938,485344986
14225,2021-08-01,Cook,24,843933,288192534
14260,2021-08-02,Cook,33,1160831,624145483
14297,2021-08-03,Cook,26,985012,618661181
14339,2021-08-04,Cook,37,1392332,593147280
14374,2021-08-05,Cook,46,1467125,704934995
14409,2021-08-06,Cook,33,1132173,446137489
14450,2021-08-07,Cook,40,1375276,784098085
14489,2021-08-08,Cook,40,1226544,502222317
14528,2021-08-09,Cook,49,1585935,687271748
14569,2021-08-10,Cook,49,1813624,865921954
14615,2021-08-11,Cook,40,1196766,571182327
14657,2021-08-12,Cook,44,1467263,639734684
14697,2021-08-13,Cook,51,2002729,882446884
14740,2021-08-14,Cook,47,1645770,508399363
14785,2021-08-15,Cook,42,1463770,608908579
14824,2021-08-16,Cook,50,1687764,760951135
14871,2021-08-17,Cook,39,1442499,469038605
14914,2021-08-18,Cook,48,1333109,668274026
14956,2021-08-19,Cook,41,1430246,560513565
15010,2021-08-20,Cook,50,1633845,844401932
15058,2021-08-21,Cook,62,1773713,740392666
15097,2021-08-22,Cook,43,1691271,623341586
15138,2021-08-23,Cook,65,2071982,796146083
15192,2021-08-24,Cook,49,1630612,646237640
15237,2021-08-25,Cook,55,1754818,822559412
15283,2021-08-26,Cook,58,1700531,887644082
15326,2021-08-27,Cook,44,1790046,765517665
15368,2021-08-28,Cook,32,1232929,571282004
15409,2021-08-29,Cook,31,1194886,533753118
15450,2021-08-30,Cook,57,1825305,1056162836
15500,2021-08-31,Cook,49,1768883,797958072
15545,2021-09-01,Cook,41,1638185,935274405
15600,2021-09-02,Cook,55,1809053,837667151
15644,2021-09-03,Cook,46,1495561,555692668
15694,2021-09-04,Cook,39,1296033,532829571
15737,2021-09-05,Cook,47,1448817,712998086
15783,2021-09-06,Cook,42,1291009,575084728
15829,2021-09-07,Cook,62,2132360,820155632
15881,2021-09-08,Cook,52,1790252,834780178
15930,2021-09-09,Cook,38,1605312,557104724
15969,2021-09-10,Cook,30,996368,489090845
16011,2021-09-11,Cook,42,1588519,683073521
16052,2021-09-12,Cook,41,1556121,675427268
16089,2021-09-13,Cook,48,1441187,581889204
16142,2021-09-14,Cook,50,1656261,634329763
16185,2021-09-15,Cook,37,1129113,520492252
16232,2021-09-16,Cook,38,1618351,610232758
16279,2021-09-17,Cook,38,1164288,521426232
16320,2021-09-18,Cook,36,1319247,454553609
16362,2021-09-19,Cook,31,1194732,514304871
16411,2021-09-20,Cook,52,2072405,968473319
16458,2021-09-21,Cook,46,1632111,762940753
16510,2021-09-22,Cook,37,1362837,692251256
16549,2021-09-23,Cook,35,1262772,732611164
16590,2021-09-24,Cook,34,1284297,545890628
16630,2021-09-25,Cook,32,1123756,460359892
16675,2021-09-26,Cook,38,1346645,618165617
16714,2021-09-27,Cook,52,1861582,825534024
16765,2021-09-28,Cook,20,670621,254891512
16803,2021-09-29,Cook,37,1306935,807987902
16841,2021-09-30,Cook,43,1337422,594120057
16882,2021-10-01,Cook,40,1610713,724460519
16917,2021-10-02,Cook,40,1720280,726319337
16952,2021-10-03,Cook,29,1020722,377773078
16994,2021-10-04,Cook,30,1087956,384440578
17028,2021-10-05,Cook,33,1053326,603944724
17066,2021-10-06,Cook,39,1493688,512764893
17102,2021-10-07,Cook,22,903926,484957679
17135,2021-10-08,Cook,30,1061196,394322102
17175,2021-10-09,Cook,25,917167,455561793
17209,2021-10-10,Cook,34,1173298,540804983
17247,2021-10-11,Cook,32,1184046,485072238
17282,2021-10-12,Cook,29,1179189,521340537
17315,2021-10-13,Cook,32,1186866,546621232
17343,2021-10-14,Cook,40,1363062,560390959
17372,2021-10-15,Cook,30,1173792,456960780
17410,2021-10-16,Cook,20,875093,276392481
17438,2021-10-17,Cook,30,985389,455216364
17474,2021-10-18,Cook,30,1263692,467625986
17510,2021-10-19,Cook,36,1215534,470279949
17541,2021-10-20,Cook,26,835518,494960011
17569,2021-10-21,Cook,25,888423,322411652
17602,2021-10-22,Cook,25,1004887,486325455
17624,2021-10-23,Cook,32,1145462,525079171
17646,2021-10-24,Cook,26,902356,596061686
17674,2021-10-25,Cook,40,1525718,632005818
17698,2021-10-26,Cook,36,1324130,795808772
17732,2021-10-27,Cook,42,1509304,729916546
17767,2021-10-28,Cook,43,1614695,692509779
17802,2021-10-29,Cook,40,1376615,628014009
17837,2021-10-30,Cook,34,1191855,448628014
17874,2021-10-31,Cook,35,1467559,504068673
17912,2021-11-01,Cook,48,1643142,703359854
17948,2021-11-02,Cook,39,1455019,621812368
17984,2021-11-03,Cook,39,1649263,684260829
18014,2021-11-04,Cook,39,1438067,555548475
18050,2021-11-05,Cook,31,1031484,397810633
18077,2021-11-06,Cook,37,1221979,722699913
18111,2021-11-07,Cook,34,1128379,545933885
18150,2021-11-08,Cook,39,1673426,623615745
18192,2021-11-09,Cook,52,1444648,842795389
18230,2021-11-10,Cook,43,1294921,720881165
18268,2021-11-11,Cook,42,1525332,757821624
18312,2021-11-12,Cook,40,1516912,824943168
18346,2021-11-13,Cook,48,1717203,617932096
18381,2021-11-14,Cook,48,1395775,734289017
18416,2021-11-15,Cook,59,1834373,804882571
18458,2021-11-16,Cook,56,2079937,1063719393
18496,2021-11-17,Cook,59,1862174,879378824
18533,2021-11-18,Cook,61,1843954,1044560215
18573,2021-11-19,Cook,62,1869778,855390394
18614,2021-11-20,Cook,68,2189684,1004360082
18662,2021-11-21,Cook,46,1370606,649117871
18704,2021-11-22,Cook,71,2201935,1004537048
18746,2021-11-23,Cook,61,1824486,1191333449
18799,2021-11-24,Cook,72,2460051,900799665
18847,2021-11-25,Cook,50,1955223,760494627
18888,2021-11-26,Cook,62,1707718,1038877756
18945,2021-11-27,Cook,63,2036674,910364516
18995,2021-11-28,Cook,69,1936221,707843465
19048,2021-11-29,Cook,90,2538447,1187592437
19099,2021-11-30,Cook,103,2805248,1198713261
19144,2021-12-01,Cook,120,3152333,1490630366
19198,2021-12-02,Cook,101,2820890,1085318658
19252,2021-12-03,Cook,112,3085376,1100304915
19308,2021-12-04,Cook,144,3562042,1689944310
19361,2021-12-05,Cook,122,3220258,1430792795
19417,2021-12-06,Cook,143,3033016,1422032978
19479,2021-12-07,Cook,132,3066544,1202876921
19540,2021-12-08,Cook,109,2872908,1197786942
19595,2021-12-09,Cook,140,3301124,1383550843
19658,2021-12-10,Cook,139,3175767,1328311245
19725,2021-12-11,Cook,139,3407806,1401974053
19786,2021-12-12,Cook,136,3508493,1569600084
19850,2021-12-13,Cook,161,3591204,1418623384
19913,2021-12-14,Cook,159,3393191,1445746019
19969,2021-12-15,Cook,164,3657093,1594201003
20031,2021-12-16,Cook,192,3870823,1697597222
20091,2021-12-17,Cook,183,3745605,1492756549
20148,2021-12-18,Cook,168,3366593,1801332618
20211,2021-12-19,Cook,188,3884171,1734224095
20269,2021-12-20,Cook,216,4001367,1791813239
20340,2021-12-21,Cook,281,4133314,1861335612
20400,2021-12-22,Cook,246,3957370,1745404514
20460,2021-12-23,Cook,230,3960953,1605830264
20526,2021-12-24,Cook,267,4394696,1863926527
20587,2021-12-25,Cook,249,4159606,1857136395
20646,2021-12-26,Cook,297,4332979,1791662915
20708,2021-12-27,Cook,357,4653044,2013536406
20776,2021-12-28,Cook,340,4595194,2143061091
20839,2021-12-29,Cook,386,4583848,2030536999
20903,2021-12-30,Cook,412,4795893,2104384821
20968,2021-12-31,Cook,360,4630425,1970363002
21028,2022-01-01,Cook,323,4635270,2197723640
21100,2022-01-02,Cook,301,4457460,1774135333
21170,2022-01-03,Cook,407,4853743,2301538604
21244,2022-01-04,Cook,433,4765791,2079826165
21312,2022-01-05,Cook,394,4694856,2194809205
21370,2022-01-06,Cook,389,4748912,2106095662
21439,2022-01-07,Cook,365,4675791,2122375668
21504,2022-01-08,Cook,298,4274088,1965436274
21571,2022-01-09,Cook,294,4588865,2061176468
21637,2022-01-10,Cook,353,4783493,2072724765
21699,2022-01-11,Cook,346,4651296,2111331572
21769,2022-01-12,Cook,294,4568720,2075356949
21846,2022-01-13,Cook,285,4521244,2139862144
21918,2022-01-14,Cook,252,4553409,2052785875
21977,2022-01-15,Cook,223,4115704,1760677667
22040,2022-01-16,Cook,175,3953330,1804724951
22107,2022-01-17,Cook,205,3799052,2060380481
22175,2022-01-18,Cook,206,4064961,1616548690
22240,2022-01-19,Cook,177,3627730,1499395096
22310,2022-01-20,Cook,172,3897163,1617552646
22373,2022-01-21,Cook,149,3682742,1499570391
22432,2022-01-22,Cook,126,3235499,1137869215
22485,2022-01-23,Cook,106,3162275,1444287940
22549,2022-01-24,Cook,125,3309206,1513069668
22616,2022-01-25,Cook,119,3058855,1474776735
22678,2022-01-26,Cook,104,2793019,1189490689
22742,2022-01-27,Cook,97,2797164,1160968030
22801,2022-01-28,Cook,94,2799035,1203169634
22864,2022-01-29,Cook,65,2284304,740819910
22919,2022-01-30,Cook,61,1961553,1058564616
22970,2022-01-31,Cook,70,2174222,905814611
23029,2022-02-01,Cook,74,2562186,1207231293
23080,2022-02-02,Cook,51,1721861,778480169
23135,2022-02-03,Cook,56,2025773,880413194
23190,2022-02-04,Cook,64,2415060,1073804099
23243,2022-02-05,Cook,49,1466653,886843663
23294,2022-02-06,Cook,53,1931686,768015521
23344,2022-02-07,Cook,57,2071069,973854639
23398,2022-02-08,Cook,52,1786381,704716785
23439,2022-02-09,Cook,54,1759757,712619159
23485,2022-02-10,Cook,49,1869426,740646787
23527,2022-02-11,Cook,42,1595077,619368574
23574,2022-02-12,Cook,38,1571096,477810656
23611,2022-02-13,Cook,24,946800,316460905
23645,2022-02-14,Cook,32,1298235,537110035
23685,2022-02-15,Cook,41,1598374,631947284
23720,2022-02-16,Cook,26,867201,332096637
23757,2022-02-17,Cook,36,1258337,480661555
23788,2022-02-18,Cook,22,892925,396743935
23820,2022-02-19,Cook,15,770056,298558310
23856,2022-02-20,Cook,19,807837,370530692
23889,2022-02-21,Cook,19,851886,302497239
23922,2022-02-22,Cook,38,1349343,446064407
23959,2022-02-23,Cook,25,1070329,443776410
23988,2022-02-24,Cook,28,1131032,409922149
24011,2022-02-25,Cook,19,758207,222483834
24040,2022-02-26,Cook,11,536384,198385854
24063,2022-02-27,Cook,12,632965,191030490
24085,2022-02-28,Cook,14,663400,247396784
24116,2022-03-01,Cook,13,443238,178830395
24142,2022-03-02,Cook,11,514100,156498537
24170,2022-03-03,Cook,15,626944,225242656
24200,2022-03-04,Cook,18,847801,224513150
24223,2022-03-05,Cook,9,351638,116987345
24244,2022-03-06,Cook,10,412910,138419209
24260,2022-03-07,Cook,16,743227,258342149
24285,2022-03-08,Cook,15,755084,286136323
24308,2022-03-09,Cook,18,638592,302529866
24325,2022-03-10,Cook,11,402713,179636448
24342,2022-03-11,Cook,15,648249,193899316
24356,2022-03-12,Cook,7,303630,129542822
24370,2022-03-13,Cook,10,446299,168489637
24385,2022-03-14,Cook,9,456079,89165081
24406,2022-03-15,Cook,15,768324,244221648
24423,2022-03-16,Cook,9,377586,121795511
24437,2022-03-17,Cook,17,585428,176184944
24448,2022-03-18,Cook,15,494428,196320383
24462,2022-03-19,Cook,7,242221,97729633
24480,2022-03-20,Cook,8,351546,215151786
24495,2022-03-21,Cook,12,539858,181326989
24515,2022-03-22,Cook,14,671823,245254095
24534,2022-03-23,Cook,10,423736,210781127
24547,2022-03-24,Cook,14,475031,227835846
24560,2022-03-25,Cook,17,640713,326625413
24574,2022-03-26,Cook,10,476306,232422801
24584,2022-03-27,Cook,10,383298,201848589
24596,2022-03-28,Cook,12,455267,176083318
24608,2022-03-29,Cook,12,488212,194804532
24626,2022-03-30,Cook,13,484732,286146044
24641,2022-03-31,Cook,9,426020,135683114
24654,2022-04-01,Cook,1,13576,7111387
24669,2022-04-02,Cook,2,124091,83904996
24680,2022-04-03,Cook,3,93980,76100355
24690,2022-04-04,Cook,8,213898,93596953
24699,2022-04-05,Cook,4,113876,67816257
24711,2022-04-06,Cook,3,56675,26881133
24720,2022-04-07,Cook,7,293286,203249154
24729,2022-04-08,Cook,6,156599,62056981
24736,2022-04-09,Cook,5,239005,166321328
24747,2022-04-10,Cook,4,97165,122815409
24754,2022-04-11,Cook,5,179677,65726152
24764,2022-04-12,Cook,7,179914,110417670
24770,2022-04-13,Cook,3,101832,57409106
24777,2022-04-14,Cook,4,139223,62563335
24793,2022-04-15,Cook,10,268445,302550111
24810,2022-04-16,Cook,3,139621,93012621
24816,2022-04-17,Cook,8,187531,113453653
24828,2022-04-18,Cook,10,377208,330280970
24838,2022-04-19,Cook,9,296801,215611909
24851,2022-04-20,Cook,5,201990,190560719
24861,2022-04-21,Cook,5,162388,99245540
24876,2022-04-22,Cook,10,408588,200358363
24889,2022-04-23,Cook,7,246709,119748465
24903,2022-04-24,Cook,9,253609,120337124
24919,2022-04-25,Cook,6,231514,319616769
24932,2022-04-26,Cook,10,327324,197437670
24948,2022-04-27,Cook,9,335707,171230989
24959,2022-04-28,Cook,5,183946,157824704
24971,2022-04-29,Cook,3,122922,84491451
24988,2022-04-30,Cook,6,226623,193117078
25001,2022-05-01,Cook,8,267186,403708528
25018,2022-05-02,Cook,9,210774,159575782
25034,2022-05-03,Cook,4,92197,48838588
25047,2022-05-04,Cook,7,193406,112483327
25063,2022-05-05,Cook,14,512014,341977602
25078,2022-05-06,Cook,6,232395,83310927
25093,2022-05-07,Cook,3,74070,45764328
25110,2022-05-08,Cook,7,172976,160334293
25121,2022-05-09,Cook,9,409689,240272801
25138,2022-05-10,Cook,11,286291,246283938
25156,2022-05-11,Cook,7,274111,166320234
25175,2022-05-12,Cook,11,364458,193843914
25193,2022-05-13,Cook,6,182839,125190202
25205,2022-05-14,Cook,5,101611,105845490
25223,2022-05-15,Cook,8,198858,146248980
25238,2022-05-16,Cook,7,246247,353597591
25258,2022-05-17,Cook,5,183610,151897590
25274,2022-05-18,Cook,12,486123,180200165
25287,2022-05-19,Cook,13,420212,301560284
25304,2022-05-20,Cook,12,404929,295401026
25322,2022-05-21,Cook,8,169176,172482316
25339,2022-05-22,Cook,7,312275,101119260
25356,2022-05-23,Cook,14,497677,290470112
25371,2022-05-24,Cook,15,416193,274524999
25389,2022-05-25,Cook,12,404998,273176967
25402,2022-05-26,Cook,7,236696,318803987
25419,2022-05-27,Cook,11,295641,220653060
25434,2022-05-28,Cook,14,439200,293150557
25447,2022-05-29,Cook,6,216216,63289179
25457,2022-05-30,Cook,7,246264,117086486
25470,2022-05-31,Cook,4,113670,58991627
25481,2022-06-01,Cook,6,244574,107090692
25492,2022-06-02,Cook,5,215957,64127808
25501,2022-06-03,Cook,4,160390,46961806
25510,2022-06-04,Cook,2,21837,35930961
25513,2022-06-05,Cook,1,91326,19235615
25517,2022-06-06,Cook,1,72202,28281273
25523,2022-06-07,Cook,1,40959,12993375
25531,2022-06-08,Cook,2,82247,18323954
25535,2022-06-09,Cook,2,68654,57107936
25541,2022-06-10,Cook,1,72216,18353976
25550,2022-06-13,Cook,3,155933,29466825
